Month,Month_Num,Symbol,Price,Price chg (%),OI,Volume,PCR,IV,Rollover (%),MWPL (%)
Aug-22,108,GNFC,719.75,9.10  ( 1.28%),"38,59,700","37,12,800",0.38,48.41,2.08,42.71
Aug-22,108,HCLTECH,954.15,4.65  ( 0.49%),"2,13,17,100","38,26,900",0.74,25.09,2.06,13.02
Aug-22,108,BHARATFORG,735.6,5.80  ( 0.79%),"62,93,000","21,88,000",0.35,34.68,2.04,16.09
Aug-22,108,AUBANK,587.55,5.00  ( 0.86%),"62,17,000","28,30,000",0.58,37.44,2.03,8.85
Aug-22,108,BALRAMCHIN,397.45,11.50  ( 2.98%),"67,05,600","57,71,200",0.37,46.96,2.03,46.04
Aug-22,108,RAIN,176.55,8.75  ( 5.21%),"1,03,32,000","91,77,000",0.29,54.48,2.02,38.27
Aug-22,108,ABBOTINDIA,"19,886.85",281.35  ( 1.44%),"37,360","14,320",0.59,28.87,1.99,4.4
Aug-22,108,TATACHEM,915.85,19.65  ( 2.19%),"47,32,000","31,09,000",0.62,31.47,1.99,25.31
Aug-22,108,CUB,160.65,-0.80  ( -0.50%),"51,20,000","29,35,000",0.72,33.84,1.92,4.53
Aug-22,108,ABCAPITAL,107.05,3.05  ( 2.93%),"2,15,40,600","1,37,59,200",0.36,42.89,1.87,22.88
Aug-22,108,ACC,"2,241.10",53.80  ( 2.46%),"20,71,500","12,45,750",0.36,16.27,1.86,20.01
Aug-22,108,INDUSINDBK,"1,037.95",25.90  ( 2.56%),"2,61,99,000","1,03,43,700",0.74,31.5,1.85,34.76
Aug-22,108,TATASTEEL,107.5,6.90  ( 6.86%),"23,49,52,750","14,62,59,500",0.5,41.91,1.85,27.21
Aug-22,108,AXISBANK,728.4,0.05  ( 0.01%),"4,77,70,800","1,05,40,800",0.53,25.42,1.83,12.3
Aug-22,108,LTI,"4,765.25",91.70  ( 1.96%),"12,59,400","7,12,800",0.71,34.81,1.82,21.04
Aug-22,108,LUPIN,647.4,3.55  ( 0.55%),"81,11,550","36,55,850",0.64,33.25,1.81,23.12
Aug-22,108,SYNGENE,571,-3.40  ( -0.59%),"15,22,000","7,30,000",0.22,34.76,1.81,9.8
Aug-22,108,TORNTPOWER,525.9,21.75  ( 4.31%),"33,48,000","12,00,000",0.53,35.07,1.76,8.33
Aug-22,108,SBICARD,942,7.70  ( 0.82%),"65,36,800","41,20,800",0.57,29.31,1.75,15.99
Aug-22,108,RAMCOCEM,727.95,23.05  ( 3.27%),"50,80,450","11,73,850",0.2,40.48,1.74,20.02
Aug-22,108,SRTRANSFIN,"1,366.05",-89.40  ( -6.14%),"43,30,200","35,14,200",0.26,38.57,1.74,15.97
Aug-22,108,VEDL,256.05,8.95  ( 3.62%),"4,21,83,250","2,05,60,750",0.55,40.03,1.73,29.66
Aug-22,108,OFSS,"3,165.55",42.65  ( 1.37%),"4,14,600","1,54,200",0.26,30.91,1.71,11.81
Aug-22,108,INDUSTOWER,223,0.85  ( 0.38%),"1,12,05,600","19,74,000",0.76,39.57,1.69,9.39
Aug-22,108,HDFCLIFE,557.75,21.50  ( 4.01%),"3,18,89,000","2,76,99,100",0.62,25.92,1.68,23.01
Aug-22,108,GAIL,146.35,0.75  ( 0.52%),"2,69,19,300","66,06,300",0.58,34.05,1.61,10.2
Aug-22,108,KOTAKBANK,"1,819.60",-13.70  ( -0.75%),"1,45,34,000","45,97,600",0.78,25.55,1.61,7.01
Aug-22,108,MARUTI,"8,772.15",82.50  ( 0.95%),"39,20,200","13,84,500",0.71,25.94,1.59,22.79
Aug-22,108,CANBK,223.4,-4.25  ( -1.87%),"4,02,84,000","1,65,61,800",0.78,37.16,1.58,47.05
Aug-22,108,LAURUSLABS,524.8,-1.85  ( -0.35%),"61,91,100","25,76,700",0.36,38.86,1.56,10.6
Aug-22,108,EICHERMOT,"3,087.85",39.00  ( 1.28%),"28,34,300","11,41,700",0.5,32.23,1.53,12.87
Aug-22,108,FEDERALBNK,107.4,-0.25  ( -0.23%),"8,72,30,000","1,99,00,000",0.45,35.91,1.53,33.43
Aug-22,108,MFSL,866.15,34.75  ( 4.18%),"15,45,700","13,35,100",0.27,41.53,1.53,3.08
Aug-22,108,ASTRAL,"1,822.00",17.80  ( 0.99%),"6,79,525","1,91,950",0.62,39.87,1.51,4.77
Aug-22,108,ULTRACEMCO,"6,539.35",78.15  ( 1.21%),"21,36,600","3,67,700",0.44,25.29,1.48,12.68
Aug-22,108,SIEMENS,"2,711.50",10.25  ( 0.38%),"19,70,100","7,35,075",0.26,31.03,1.46,13.19
Aug-22,108,COROMANDEL,"1,034.95",-26.60  ( -2.51%),"11,93,500","12,52,300",0.24,36,1.44,8.68
Aug-22,108,MPHASIS,"2,315.90",67.90  ( 3.02%),"22,86,375","10,51,050",0.53,42.46,1.44,19.05
Aug-22,108,AMBUJACEM,377.3,4.75  ( 1.27%),"4,07,48,400","1,16,28,000",0.54,12.25,1.43,48.22
Aug-22,108,GMRINFRA,37.75,2.05  ( 5.74%),"10,90,35,000","5,92,20,000",0.59,36.92,1.42,31.69
Aug-22,108,HINDALCO,412.3,22.70  ( 5.83%),"3,04,42,925","1,43,56,625",0.5,37.12,1.41,14.86
Aug-22,108,APOLLOTYRE,220.5,2.90  ( 1.33%),"1,18,05,500","50,47,000",0.9,33.11,1.4,23.07
Aug-22,108,DIVISLAB,"3,826.10",-6.95  ( -0.18%),"23,85,450","3,96,150",0.65,32.61,1.4,11.24
Aug-22,108,TECHM,"1,055.70",12.50  ( 1.20%),"2,23,00,200","61,66,800",0.52,31.23,1.4,23.43
Aug-22,108,GODREJPROP,"1,512.60",45.20  ( 3.08%),"34,76,850","10,05,875",0.34,42.04,1.38,18.99
Aug-22,108,PETRONET,221.45,0.15  ( 0.07%),"1,26,24,000","23,25,000",0.48,26.03,1.38,11.25
Aug-22,108,TVSMOTOR,911.15,49.45  ( 5.74%),"90,95,800","1,49,26,800",0.56,33.68,1.38,37.15
Aug-22,108,JUBLFOOD,553.3,-15.35  ( -2.70%),"1,14,26,250","85,91,250",0.39,42.05,1.37,29.61
Aug-22,108,METROPOLIS,"1,588.25",71.20  ( 4.69%),"7,83,600","4,27,500",0.45,56.05,1.36,22.7
Aug-22,108,DLF,385.6,5.50  ( 1.45%),"3,91,99,050","1,31,35,650",0.88,38.86,1.32,40.86
Aug-22,108,WHIRLPOOL,"1,785.65",-4.20  ( -0.23%),"5,81,000","2,49,200",0.83,31.5,1.31,11.59
Aug-22,108,TATACOMM,"1,052.40",11.30  ( 1.09%),"31,79,500","10,16,500",0.29,39.17,1.3,18.46
Aug-22,108,INDIGO,"1,880.10",30.80  ( 1.67%),"28,12,200","7,10,100",0.29,39.13,1.29,17.9
Aug-22,108,PAGEIND,"48,931.45","1,182.10  ( 2.48%)","1,02,075","21,450",0.54,40.5,1.28,9.04
Aug-22,108,TITAN,"2,366.70",21.10  ( 0.90%),"52,44,000","15,70,875",0.91,30.14,1.28,8.92
Aug-22,108,ADANIENT,"2,583.25",17.85  ( 0.70%),"2,00,02,500","40,11,500",0.73,33.96,1.23,46.87
Aug-22,108,M&M,"1,169.75",15.45  ( 1.34%),"1,12,12,600","40,73,300",0.68,32.66,1.2,8.55
Aug-22,108,M&MFIN,187.5,-10.55  ( -5.33%),"2,67,28,000","3,12,20,000",0.49,41.81,1.2,39.38
Aug-22,108,MINDTREE,"3,425.65",84.80  ( 2.54%),"26,61,600","14,24,600",0.86,38.1,1.2,33.04
Aug-22,108,PFC,116.7,1.60  ( 1.39%),"2,96,60,800","56,04,800",0.53,23.43,1.18,19.47
Aug-22,108,ABFRL,270.8,2.10  ( 0.78%),"98,20,200","24,88,200",0.79,36.79,1.17,14.37
Aug-22,108,CANFINHOME,596.05,12.60  ( 2.16%),"23,07,825","11,71,950",0.69,36.29,1.17,18.51
Aug-22,108,HEROMOTOCO,"2,832.00",40.60  ( 1.45%),"36,56,700","8,09,400",0.71,29.14,1.14,18.82
Aug-22,108,BANDHANBNK,278.15,-4.05  ( -1.44%),"2,68,25,400","69,80,400",0.76,43.46,1.13,18.3
Aug-22,108,BALKRISIND,"2,322.00",36.65  ( 1.60%),"14,37,900","5,39,700",0.25,41.18,1.11,10
Aug-22,108,BANKBARODA,117.05,-0.80  ( -0.68%),"10,47,91,050","4,10,31,900",0.62,40.86,1.11,39.51
Aug-22,108,MRF,"83,717.20","1,157.10  ( 1.40%)","81,650","18,000",0.33,27.9,1.11,14.35
Aug-22,108,BERGEPAINT,623.8,7.45  ( 1.21%),"71,87,400","19,31,600",0.48,32.77,1.1,17.87
Aug-22,108,DABUR,586.05,11.15  ( 1.94%),"1,09,68,750","27,43,750",0.24,24.92,1.09,11.68
Aug-22,108,BOSCHLTD,"17,227.00",541.10  ( 3.24%),"1,24,950","1,47,050",0.39,46.18,1.07,9.76
Aug-22,108,LT,"1,816.20",6.75  ( 0.37%),"95,75,100","22,33,200",0.61,23.14,1.04,5.14
Aug-22,108,SBILIFE,"1,301.15",106.15  ( 8.88%),"70,17,000","85,42,500",0.27,27.12,1.02,14.12
Aug-22,108,GODREJCP,859.15,3.35  ( 0.39%),"66,52,000","11,30,000",0.38,33.19,1.01,9.95
Aug-22,108,ICICIGI,"1,226.30",29.55  ( 2.47%),"32,55,925","6,12,000",0.55,33.26,0.99,7.28
Aug-22,108,PEL,"1,778.40",-69.45  ( -3.76%),"35,98,650","21,33,725",0.44,42.95,0.97,19.32
Aug-22,108,PIDILITIND,"2,461.70",49.60  ( 2.06%),"27,42,250","5,93,750",0.75,27.46,0.97,10.14
Aug-22,108,TATACONSUM,815.7,6.15  ( 0.76%),"68,69,700","10,31,400",0.31,28.15,0.97,7.02
Aug-22,108,MCDOWELL-N,783.85,-0.45  ( -0.06%),"1,52,61,250","24,06,875",0.42,31.94,0.96,33.68
Aug-22,108,JKCEMENT,"2,505.85",70.20  ( 2.88%),"4,16,750","2,06,000",0.12,40.13,0.95,5.52
Aug-22,108,AUROPHARMA,549.9,4.60  ( 0.84%),"1,24,96,000","25,86,000",0.62,36.18,0.94,29.18
Aug-22,108,BAJAJ-AUTO,"3,929.35",66.70  ( 1.73%),"18,34,750","7,27,250",0.69,22.87,0.94,12
Aug-22,108,TRENT,"1,277.20",10.65  ( 0.84%),"52,15,650","7,93,875",0.45,38.6,0.91,12.66
Aug-22,108,CROMPTON,394.8,10.55  ( 2.75%),"27,28,500","19,06,500",0.52,35.85,0.87,2.95
Aug-22,108,SRF,"2,444.70",13.50  ( 0.56%),"36,44,250","7,31,625",0.52,34.33,0.86,17.04
Aug-22,108,BHARTIARTL,679.2,11.85  ( 1.78%),"5,19,06,100","87,21,950",0.61,27.13,0.84,12.51
Aug-22,108,MUTHOOTFIN,"1,071.55",0.95  ( 0.09%),"50,11,500","12,54,750",0.52,39.89,0.83,29.43
Aug-22,108,UPL,745.15,14.40  ( 1.97%),"2,07,61,000","51,66,200",0.77,33.5,0.83,24.69
Aug-22,108,BRITANNIA,"3,920.45",32.35  ( 0.83%),"15,15,400","3,86,600",0.49,25.04,0.82,7.76
Aug-22,108,HDFC,"2,388.65",39.75  ( 1.69%),"2,12,88,300","77,94,900",0.8,21.55,0.8,7.38
Aug-22,108,ALKEM,"3,225.35",2.20  ( 0.07%),"2,26,600","81,200",0.06,28.57,0.79,2.59
Aug-22,108,ESCORTS,"1,718.05",19.30  ( 1.14%),"25,60,250","11,75,350",0.6,32.16,0.79,24.32
Aug-22,108,ICICIPRULI,557.1,25.00  ( 4.70%),"64,29,000","32,85,000",0.8,29.01,0.79,9.38
Aug-22,108,IPCALAB,997.2,0.65  ( 0.07%),"8,30,700","3,26,950",0.05,28.79,0.78,3.16
Aug-22,108,JSWSTEEL,633.05,14.10  ( 2.28%),"4,52,72,250","1,12,80,600",0.83,33.84,0.77,20.61
Aug-22,108,BATAINDIA,"1,920.50",83.55  ( 4.55%),"21,63,425","15,03,700",0.23,35.28,0.69,22.53
Aug-22,108,HAVELLS,"1,257.65",23.90  ( 1.94%),"52,69,500","11,21,500",0.67,28.71,0.69,12.41
Aug-22,108,COLPAL,"1,590.95",39.85  ( 2.57%),"26,05,050","6,93,000",0.68,22.17,0.68,11.99
Aug-22,108,UBL,"1,618.75",2.35  ( 0.15%),"12,33,600","3,31,600",0.83,31.21,0.68,10.84
Aug-22,108,CUMMINSIND,"1,224.60",19.70  ( 1.63%),"28,23,000","16,28,400",0.29,36.98,0.63,13.15
Aug-22,108,CIPLA,978.65,11.30  ( 1.17%),"93,83,400","62,16,600",0.45,30.54,0.62,13.23
Aug-22,108,SUNTV,473.35,-0.55  ( -0.12%),"92,23,500","13,77,000",0.32,40.66,0.61,55.92
Aug-22,108,SUNPHARMA,944.4,49.75  ( 5.56%),"2,07,22,800","2,33,58,300",0.38,26.97,0.6,15.7
Aug-22,108,APOLLOHOSP,"4,223.50",23.80  ( 0.57%),"17,34,875","3,24,250",0.67,37.48,0.57,10.41
Aug-22,108,GRASIM,"1,568.55",22.80  ( 1.48%),"1,17,66,225","14,06,950",0.51,27.27,0.54,17.52
Aug-22,108,CHOLAFIN,705.4,12.10  ( 1.75%),"88,33,750","74,45,000",0.57,37.51,0.52,14.53
Aug-22,108,PIIND,"3,110.60",30.40  ( 0.99%),"17,30,750","4,19,500",0.43,37.9,0.5,12.04
Aug-22,108,HINDPETRO,241.6,7.10  ( 3.03%),"2,26,98,900","73,57,500",0.87,34.8,0.47,21.07
Aug-22,108,ABB,"2,750.55",19.95  ( 0.73%),"7,61,500","3,61,750",0.28,36.51,0.46,9.07
Aug-22,108,ATUL,"8,938.50",183.00  ( 2.09%),"99,450","43,650",0.03,26.45,0.45,3.54
Aug-22,108,ADANIPORTS,768.8,0.35  ( 0.05%),"7,62,41,250","62,20,000",0.56,32.7,0.41,58.12
Aug-22,108,IDFC,55,0.70  ( 1.29%),"10,04,10,000","42,20,000",0.51,34.39,0.36,37.54
Aug-22,108,NESTLEIND,"19,466.05",274.70  ( 1.43%),"3,95,200","87,360",0.72,21.34,0.33,6.6
Aug-22,108,TORNTPHARM,"1,535.80",29.40  ( 1.95%),"15,15,500","4,18,500",0.21,35.44,0.33,9.24
Aug-22,108,DALBHARAT,"1,605.90",9.20  ( 0.58%),"10,49,000","3,41,000",0.04,34.16,0.29,6.69
Aug-22,108,OBEROIRLTY,916.4,12.70  ( 1.41%),"54,38,300","14,67,900",0.15,37.28,0.22,25.93
Aug-22,108,NAM-INDIA,274.65,-14.85  ( -5.13%),"24,01,600","18,36,800",0.44,37.76,NaN,9.9
