Month,Month_Num,Symbol,Price,Price chg (%),OI,Volume,PCR,IV,Rollover (%),MWPL (%)
Jul-22,107,LTTS,"2,981.70",-41.70  ( -1.38%),"14,95,000","6,18,600",0.38,45.12,3.95,37.06
Jul-22,107,LALPATHLAB,"2,149.00",62.35  ( 2.99%),"10,96,500","3,00,500",0.35,43.74,3.93,19.15
Jul-22,107,INTELLECT,652.85,20.90  ( 3.31%),"7,51,500","3,83,250",0.23,47.26,3.92,4.77
Jul-22,107,ICICIGI,"1,147.95",23.70  ( 2.11%),"31,65,825","3,53,175",0.65,27.58,3.75,6.76
Jul-22,107,TATASTEEL,875.75,10.35  ( 1.20%),"2,80,08,775","73,17,650",0.59,42.01,3.75,27.09
Jul-22,107,BERGEPAINT,583.65,14.40  ( 2.53%),"47,55,300","17,31,400",0.48,31.96,3.74,11.49
Jul-22,107,DELTACORP,173.4,6.45  ( 3.86%),"1,45,75,100","64,19,300",0.56,53.64,3.72,61.86
Jul-22,107,DIVISLAB,"3,652.60",28.80  ( 0.79%),"25,39,050","4,50,300",0.56,27.58,3.65,12.2
Jul-22,107,IDFCFIRSTB,32.45,1.00  ( 3.18%),"25,13,10,000","4,82,25,000",0.71,42.4,3.57,46.29
Jul-22,107,CHAMBLFERT,272.5,5.95  ( 2.23%),"44,02,500","19,15,500",0.55,49.23,3.52,24.36
Jul-22,107,NATIONALUM,69.1,0.10  ( 0.14%),"6,06,05,000","1,39,99,500",0.65,49.15,3.48,46.51
Jul-22,107,GAIL,132.9,-2.70  ( -1.99%),"2,48,81,900","1,28,28,300",0.67,35.58,3.45,10.49
Jul-22,107,TATACHEM,798.6,6.45  ( 0.81%),"47,46,000","25,65,000",0.56,36.48,3.41,26.98
Jul-22,107,SHREECEM,"19,165.10",389.05  ( 2.07%),"2,60,700","40,400",0.63,32.98,3.35,10.71
Jul-22,107,TATAPOWER,207.9,5.25  ( 2.59%),"7,83,47,250","2,18,59,875",0.91,37.57,3.3,37.5
Jul-22,107,BAJAJFINSV,"11,369.60",408.95  ( 3.73%),"12,94,500","4,22,200",0.55,38.27,3.28,15.78
Jul-22,107,ACC,"2,169.25",43.75  ( 2.06%),"27,26,500","5,60,500",0.89,14.52,3.23,23.46
Jul-22,107,AMARAJABAT,470.5,11.05  ( 2.41%),"60,70,000","11,25,000",0.76,29.65,3.22,30.84
Jul-22,107,TATAMOTORS,413.8,1.00  ( 0.24%),"6,02,68,950","1,96,70,700",0.78,38.76,3.21,29.58
Jul-22,107,METROPOLIS,"1,441.30",29.50  ( 2.09%),"9,57,000","2,52,900",0.45,55.09,3.16,23.88
Jul-22,107,ONGC,130.15,-18.90  ( -12.68%),"7,72,15,600","12,40,66,250",0.27,50.07,3.15,20.01
Jul-22,107,NMDC,110.05,1.70  ( 1.57%),"5,18,64,700","94,33,600",0.85,37.65,3.14,34.62
Jul-22,107,RAIN,149.35,2.30  ( 1.56%),"71,22,500","13,33,500",0.35,46.67,3.14,22.34
Jul-22,107,ZYDUSLIFE,360.3,5.90  ( 1.66%),"1,12,03,200","15,01,200",0.59,27.37,3.03,27.5
Jul-22,107,PERSISTENT,"3,318.55",-83.10  ( -2.44%),"4,64,250","3,20,100",0.21,47.2,3.01,5.78
Jul-22,107,ABCAPITAL,90.5,1.10  ( 1.23%),"1,69,99,200","42,87,600",0.83,39.67,2.96,19.29
Jul-22,107,AUROPHARMA,523.1,9.55  ( 1.86%),"1,36,26,000","14,63,000",0.64,36.37,2.96,30.08
Jul-22,107,IPCALAB,914.85,14.95  ( 1.66%),"7,28,000","1,71,600",0.76,28.53,2.95,2.87
Jul-22,107,HONAUT,"32,777.80",-416.60  ( -1.26%),"15,375","3,420",0.28,33.86,2.93,3.69
Jul-22,107,MOTHERSON,118.2,-0.30  ( -0.25%),"3,55,86,000","73,98,000",0.98,40.55,2.9,15.26
Jul-22,107,ALKEM,"3,037.50",27.30  ( 0.91%),"2,26,200","70,000",0.69,29.26,2.84,2.45
Jul-22,107,INFY,"1,483.35",18.15  ( 1.24%),"3,82,24,500","67,45,800",0.7,27.52,2.83,6.49
Jul-22,107,BOSCHLTD,"15,464.10",390.25  ( 2.59%),"87,750","64,300",0.44,29.96,2.82,8.17
Jul-22,107,CUMMINSIND,"1,022.70",7.75  ( 0.76%),"15,15,000","3,15,000",0.36,33.01,2.81,6.24
Jul-22,107,HINDALCO,342.3,3.20  ( 0.94%),"4,24,14,125","1,59,39,025",0.47,43.31,2.79,21.27
Jul-22,107,WHIRLPOOL,"1,559.05",-3.30  ( -0.21%),"5,27,100","1,52,950",0.74,32.86,2.78,9.41
Jul-22,107,BALRAMCHIN,362,2.45  ( 0.68%),"56,08,000","18,94,400",0.58,46.99,2.75,37.85
Jul-22,107,TCS,"3,315.30",48.05  ( 1.47%),"1,13,04,300","19,15,950",0.85,28.39,2.73,8.08
Jul-22,107,INDHOTEL,226.7,1.10  ( 0.49%),"1,95,38,876","72,79,820",0.53,37.1,2.7,16.27
Jul-22,107,POWERGRID,207.35,-5.05  ( -2.38%),"5,56,25,400","1,14,21,000",0.8,26.78,2.64,9.92
Jul-22,107,CANBK,185.4,4.10  ( 2.26%),"4,05,13,500","1,45,96,200",0.91,37.99,2.55,42.87
Jul-22,107,SBIN,468.6,3.80  ( 0.82%),"5,82,85,500","1,84,74,000",0.88,26.67,2.52,12.73
Jul-22,107,IDEA,8.55,0.15  ( 1.79%),"57,41,40,000","7,60,90,000",0.65,65.67,2.5,54.55
Jul-22,107,ASHOKLEY,146,-0.40  ( -0.27%),"3,79,35,000","2,56,45,000",0.57,41.46,2.49,25.27
Jul-22,107,BATAINDIA,"1,704.60",32.80  ( 1.96%),"15,83,725","3,51,450",0.54,28.69,2.46,15.11
Jul-22,107,HDFCBANK,"1,357.60",12.35  ( 0.92%),"5,88,87,400","1,17,81,000",0.86,23.04,2.44,11.46
Jul-22,107,TATACOMM,937.35,22.30  ( 2.44%),"31,34,500","4,66,500",1.04,42.57,2.44,15.48
Jul-22,107,TVSMOTOR,818.35,1.55  ( 0.19%),"1,03,09,600","59,01,000",0.6,37.11,2.43,37.14
Jul-22,107,DLF,323.65,10.25  ( 3.27%),"4,05,19,050","1,22,76,000",1.05,40.41,2.4,39.95
Jul-22,107,BEL,230.6,-3.35  ( -1.43%),"2,56,08,200","79,00,200",0.7,34.32,2.22,14.61
Jul-22,107,M&M,"1,094.30",12.15  ( 1.12%),"1,37,77,400","48,84,600",0.82,32.09,2.21,13.42
Jul-22,107,LTI,"4,016.85",33.30  ( 0.84%),"13,97,550","3,71,700",0.48,42.04,2.2,19.61
Jul-22,107,NTPC,140.9,-1.95  ( -1.37%),"6,71,46,000","1,92,37,500",0.48,29.4,2.13,9.27
Jul-22,107,LAURUSLABS,467.35,3.00  ( 0.65%),"58,16,700","6,42,600",0.28,38.99,2.12,8.1
Jul-22,107,VEDL,214.05,-9.50  ( -4.25%),"6,13,61,400","4,22,74,700",0.57,58.05,2.11,45.09
Jul-22,107,JUBLFOOD,540.65,29.55  ( 5.78%),"93,02,500","49,70,000",0.8,43.56,2.09,17.95
Jul-22,107,BAJFINANCE,"5,632.75",236.05  ( 4.37%),"59,11,875","21,31,375",0.74,33.9,2.08,15.29
Jul-22,107,NAUKRI,"3,730.90",30.80  ( 0.83%),"14,37,625","5,86,125",0.47,42.71,2.07,11.52
Jul-22,107,SRTRANSFIN,"1,217.25",29.05  ( 2.44%),"33,87,600","20,69,400",0.27,41.93,2.06,10.8
Jul-22,107,COFORGE,"3,501.35",-48.25  ( -1.36%),"5,25,900","4,06,350",0.58,45.04,2.01,11.43
Jul-22,107,POLYCAB,"2,184.90",-9.10  ( -0.41%),"7,30,200","6,75,600",0.41,39.81,2.01,10.42
Jul-22,107,MRF,"71,071.00","1,883.05  ( 2.72%)","94,410","10,250",0.42,26.04,1.99,16.7
Jul-22,107,ITC,285.25,12.70  ( 4.66%),"8,85,50,400","5,95,45,600",0.53,24.6,1.98,7.54
Jul-22,107,SUNTV,424.75,8.60  ( 2.07%),"75,64,500","47,70,000",0.34,42.02,1.92,43.67
Jul-22,107,BIOCON,312.3,3.15  ( 1.02%),"1,38,52,900","33,81,000",0.69,35.08,1.87,20.04
Jul-22,107,BHARATFORG,634.4,-1.00  ( -0.16%),"74,37,000","14,75,000",0.36,33.34,1.85,16.46
Jul-22,107,INDIACEM,161.65,4.95  ( 3.16%),"98,62,900","44,42,800",0.64,42.25,1.85,31.17
Jul-22,107,TECHM,984.25,12.80  ( 1.32%),"2,40,40,800","36,61,800",0.4,38.19,1.85,27.11
Jul-22,107,AUBANK,578.65,-1.50  ( -0.26%),"65,26,000","46,70,000",0.57,41.11,1.83,10.13
Jul-22,107,TITAN,"1,940.65",4.45  ( 0.23%),"82,56,750","62,32,500",0.56,34.92,1.81,16.58
Jul-22,107,VOLTAS,955.6,-4.45  ( -0.46%),"40,59,000","23,30,500",0.53,36.47,1.8,10.86
Jul-22,107,SBICARD,775.4,7.35  ( 0.96%),"71,75,200","8,88,800",0.54,32.71,1.75,14.7
Jul-22,107,BAJAJ-AUTO,"3,623.40",-56.10  ( -1.52%),"23,12,000","11,39,250",0.47,29.02,1.74,14.66
Jul-22,107,GLENMARK,395.55,8.65  ( 2.24%),"60,85,800","8,38,350",1.17,33.85,1.74,23.94
Jul-22,107,NAVINFLUOR,"3,646.10",48.25  ( 1.34%),"3,96,450","2,06,775",0.32,39.11,1.73,6.77
Jul-22,107,TORNTPOWER,456.7,5.60  ( 1.24%),"32,46,000","5,61,000",0.44,35,1.73,7.75
Jul-22,107,INDUSTOWER,208.7,-1.05  ( -0.50%),"1,48,42,800","27,72,000",0.72,37.21,1.71,11.75
Jul-22,107,GMRINFRA,34.65,0.60  ( 1.76%),"9,58,27,500","1,18,12,500",0.63,33.41,1.68,25.71
Jul-22,107,MINDTREE,"2,869.55",6.35  ( 0.22%),"25,57,200","8,10,200",0.36,45.41,1.67,28.62
Jul-22,107,BANKBARODA,97.45,-0.20  ( -0.20%),"10,54,52,100","3,50,06,400",0.68,41.75,1.66,39.72
Jul-22,107,ABFRL,242.65,5.65  ( 2.38%),"92,27,400","21,58,000",0.69,38.1,1.63,14.72
Jul-22,107,GODREJPROP,"1,231.55",45.75  ( 3.86%),"41,87,950","8,50,525",0.5,42.16,1.59,22.4
Jul-22,107,GSPL,218.95,0.60  ( 0.27%),"30,92,500","10,75,000",0.36,39.43,1.59,4.92
Jul-22,107,MARICO,492.8,13.55  ( 2.83%),"1,13,14,800","25,50,000",0.48,25.89,1.59,11.9
Jul-22,107,PVR,"1,892.30",27.25  ( 1.46%),"19,35,692","8,99,877",0.4,36.41,1.59,25.47
Jul-22,107,AXISBANK,643.6,6.90  ( 1.08%),"6,18,70,800","1,20,25,200",0.76,27.88,1.54,14.79
Jul-22,107,KOTAKBANK,"1,674.45",16.05  ( 0.97%),"1,64,76,400","39,41,200",0.81,28.65,1.54,7.41
Jul-22,107,INDIGO,"1,657.05",46.35  ( 2.88%),"32,56,200","8,73,600",0.46,40.4,1.5,19.18
Jul-22,107,ZEEL,216.05,1.45  ( 0.68%),"7,80,00,000","90,81,000",0.76,43.94,1.48,54.26
Jul-22,107,PIDILITIND,"2,166.35",76.90  ( 3.68%),"30,41,500","9,27,000",0.72,28.21,1.47,11.62
Jul-22,107,ASTRAL,"1,664.30",8.15  ( 0.49%),"5,39,550","1,76,550",0.81,39.47,1.46,3.42
Jul-22,107,HEROMOTOCO,"2,731.50",40.35  ( 1.50%),"37,29,900","8,97,600",0.79,29.29,1.46,20.06
Jul-22,107,UBL,"1,503.10",44.45  ( 3.05%),"8,78,400","5,31,200",1.02,32.96,1.44,8.28
Jul-22,107,DRREDDY,"4,353.90",8.70  ( 0.20%),"17,66,125","4,87,625",0.6,25.94,1.43,10.66
Jul-22,107,GRANULES,278.45,6.10  ( 2.24%),"80,02,000","11,54,000",0.42,40.07,1.38,32.07
Jul-22,107,SRF,"2,169.10",-82.50  ( -3.66%),"32,38,125","14,85,750",0.62,38.22,1.38,14.02
Jul-22,107,HDFCLIFE,565.95,14.65  ( 2.66%),"2,09,56,100","26,87,300",0.75,26.91,1.37,13.37
Jul-22,107,PEL,"1,646.50",20.60  ( 1.27%),"32,70,025","5,79,150",0.47,42.17,1.28,14.43
Jul-22,107,DALBHARAT,"1,328.15",41.00  ( 3.19%),"11,62,000","3,43,000",1,39.14,1.27,7.3
Jul-22,107,OFSS,"3,072.40",-31.90  ( -1.03%),"3,01,800","66,400",NaN,24.07,1.24,6.84
Jul-22,107,ASIANPAINT,"2,783.65",85.35  ( 3.16%),"64,46,400","21,62,600",0.58,28.71,1.21,9.14
Jul-22,107,MUTHOOTFIN,"1,044.65",66.00  ( 6.74%),"43,15,125","17,98,125",0.97,39.16,1.18,26.03
Jul-22,107,APOLLOHOSP,"3,751.30",66.45  ( 1.80%),"17,87,375","4,75,750",0.55,39.25,1.15,11.54
Jul-22,107,CROMPTON,348.85,10.40  ( 3.07%),"35,59,500","9,94,500",0.98,34.88,1.13,3.23
Jul-22,107,HINDUNILVR,"2,287.60",53.35  ( 2.39%),"1,24,08,000","20,59,200",0.65,23.34,1.13,8.35
Jul-22,107,ESCORTS,"1,468.20",25.00  ( 1.73%),"22,14,300","7,11,150",0.49,28.83,1.11,21
Jul-22,107,ATUL,"7,949.35",-37.70  ( -0.47%),"1,01,925","30,600",1.14,30.64,1.02,3.32
Jul-22,107,MFSL,806.5,22.95  ( 2.93%),"15,17,100","4,17,950",0.5,38.26,1.02,2.7
Jul-22,107,TATACONSUM,723.1,14.90  ( 2.10%),"76,52,700","16,71,300",0.49,28.78,1.02,7.75
Jul-22,107,ABB,"2,274.65",-21.90  ( -0.95%),"4,72,250","1,35,000",0.47,37.51,1,4.68
Jul-22,107,MPHASIS,"2,204.90",-44.10  ( -1.96%),"20,05,675","3,38,800",0.46,47.52,1,13.06
Jul-22,107,GODREJCP,784.3,24.75  ( 3.26%),"85,68,000","15,32,000",0.57,32.29,0.98,12.31
Jul-22,107,HDFC,"2,212.45",44.25  ( 2.04%),"2,46,81,300","42,09,600",0.67,22.41,0.95,8.14
Jul-22,107,ICICIPRULI,501.5,11.20  ( 2.28%),"61,33,500","13,32,000",0.45,32.73,0.94,9.28
Jul-22,107,BALKRISIND,"2,180.00",24.30  ( 1.13%),"12,45,600","3,00,300",0.01,35.24,0.86,8.35
Jul-22,107,JINDALSTEL,334.05,6.50  ( 1.98%),"3,57,15,000","92,62,500",0.66,44.2,0.85,54.09
Jul-22,107,SIEMENS,"2,416.30",17.65  ( 0.74%),"15,95,000","3,11,575",0.17,29.44,0.85,9.92
Jul-22,107,BANDHANBNK,265.8,1.70  ( 0.64%),"3,21,49,800","87,75,000",0.63,51.16,0.81,22.73
Jul-22,107,BRITANNIA,"3,588.15",118.10  ( 3.40%),"18,85,400","5,14,400",0.61,23.69,0.79,9.48
Jul-22,107,HINDPETRO,229.15,11.45  ( 5.26%),"2,13,16,500","1,22,22,900",0.72,39.13,0.78,20.99
Jul-22,107,M&MFIN,175.8,3.50  ( 2.03%),"2,19,56,000","59,44,000",0.7,38.44,0.78,26.75
Jul-22,107,COLPAL,"1,521.55",31.95  ( 2.14%),"24,80,100","4,58,500",0.79,20.75,0.77,10.31
Jul-22,107,MARUTI,"8,432.50",-30.25  ( -0.36%),"38,75,000","12,11,300",0.82,28.73,0.77,21.95
Jul-22,107,ADANIENT,"2,231.15",36.45  ( 1.66%),"2,20,50,000","56,07,500",0.78,39.86,0.76,50.09
Jul-22,107,MCDOWELL-N,789.25,28.30  ( 3.72%),"1,42,38,125","36,55,000",0.68,29.04,0.72,26.82
Jul-22,107,CANFINHOME,441.3,13.80  ( 3.23%),"31,20,000","14,34,225",0.73,47.87,0.68,18.42
Jul-22,107,GRASIM,"1,351.55",27.45  ( 2.07%),"1,43,29,800","16,18,800",0.53,32.91,0.68,21.1
Jul-22,107,IDFC,51,1.95  ( 3.98%),"10,21,00,000","1,51,00,000",0.74,38.45,0.68,38.99
Jul-22,107,TRENT,"1,077.40",-0.20  ( -0.02%),"44,76,150","6,72,075",0.3,45.21,0.66,10.73
Jul-22,107,CHOLAFIN,642.3,22.30  ( 3.60%),"87,86,250","35,86,250",0.49,36.67,0.57,13.36
Jul-22,107,PAGEIND,"41,527.20","1,263.35  ( 3.14%)","1,04,355","14,040",0.14,29.14,0.56,8.99
Jul-22,107,JSWSTEEL,561.9,13.70  ( 2.50%),"5,01,01,200","69,45,750",0.69,41.48,0.54,22.12
Jul-22,107,SBILIFE,"1,101.15",17.95  ( 1.66%),"73,92,750","10,99,500",0.51,23.3,0.54,10.16
Jul-22,107,HAVELLS,"1,115.90",15.65  ( 1.42%),"68,25,500","16,82,000",0.35,34.24,0.52,15.22
Jul-22,107,NESTLEIND,"17,870.65",391.15  ( 2.24%),"4,08,880","64,360",0.66,20.96,0.39,6.22
Jul-22,107,PIIND,"2,584.75",18.90  ( 0.74%),"17,70,000","97,750",0.65,33.89,0.3,11.42
Jul-22,107,SUNPHARMA,831.9,0.30  ( 0.04%),"2,11,33,700","23,33,100",0.45,23.24,0.25,11.46
Jul-22,107,OBEROIRLTY,742.55,7.10  ( 0.97%),"49,44,800","7,66,500",0.38,43.64,0.23,22.21
Jul-22,107,TORNTPHARM,"2,918.80",59.35  ( 2.08%),"9,22,250","2,72,500",0.65,32.72,0.22,9.81
Jul-22,107,NBCC,28.85,0.55  ( 1.94%),"1,96,20,000","23,85,000",0.39,52.03,NaN,18.04
Jul-22,107,SYNGENE,561.55,5.50  ( 0.99%),"8,67,000","2,80,000",0.2,32.31,NaN,4.06
Aug-22,108,POWERGRID,213.45,0.35  ( 0.16%),"3,80,61,900","89,20,800",0.69,25.98,25.75,9.09
Aug-22,108,IGL,348.3,1.90  ( 0.55%),"1,11,85,625","35,24,125",0.73,35.2,15.4,23.37
Aug-22,108,RELIANCE,"2,517.55",57.85  ( 2.35%),"3,08,98,000","1,15,96,500",0.57,25.88,13.27,9.13
Aug-22,108,MOTHERSON,127.05,-1.50  ( -1.17%),"3,49,02,000","76,68,000",0.57,43.2,12.85,16.94
Aug-22,108,BANKNIFTY,"37,567.15",144.70  ( 0.39%),"19,72,950","34,46,825",1.11,17.82,12.47,NaN
Aug-22,108,NTPC,151.1,3.00  ( 2.03%),"5,98,10,100","2,28,79,800",0.42,27.62,11.58,10.78
Aug-22,108,NIFTY,"17,201.85",246.65  ( 1.45%),"96,99,350","95,34,900",1.46,15.35,11.21,NaN
Aug-22,108,SAIL,77.6,3.30  ( 4.44%),"9,86,28,000","4,30,08,000",0.79,43.22,10.11,53.64
Aug-22,108,LICHSGFIN,383.75,0.50  ( 0.13%),"1,27,98,000","47,76,000",0.55,32.29,7.82,32.75
Aug-22,108,EXIDEIND,159.05,2.20  ( 1.40%),"2,50,66,800","2,91,34,800",0.35,32.35,5.33,46.49
Aug-22,108,BPCL,326.65,5.20  ( 1.62%),"1,31,83,200","35,69,400",0.6,29.77,5.28,10.66
Aug-22,108,CONCOR,708.7,23.35  ( 3.41%),"34,53,000","34,02,000",0.57,37.23,5.22,8.63
Aug-22,108,INDIAMART,"4,266.65",136.40  ( 3.30%),"2,47,050","1,70,400",0.38,40.98,5.18,12.41
Aug-22,108,PNB,31.45,-1.40  ( -4.26%),"20,78,56,000","7,85,28,000",0.5,36.64,5.05,66.98
Aug-22,108,BHEL,54.2,0.75  ( 1.40%),"9,20,53,500","2,46,75,000",0.46,45.58,5,57.64
Aug-22,108,IRCTC,638.85,37.60  ( 6.25%),"1,24,80,125","89,39,000",0.8,40.22,4.83,37.71
Aug-22,108,BSOFT,338.25,6.80  ( 2.05%),"45,66,900","24,89,500",0.74,45.99,4.79,24.56
Aug-22,108,IBULHSGFIN,110.8,-4.75  ( -4.11%),"2,39,68,000","1,53,32,000",0.78,58.02,4.69,46.84
Aug-22,108,GUJGASLTD,446.45,6.80  ( 1.55%),"34,65,000","12,37,500",0.55,40.93,4.67,9.3
Aug-22,108,MANAPPURAM,98.2,1.05  ( 1.08%),"2,83,50,000","1,35,90,000",0.45,43.28,4.66,43.36
Aug-22,108,NAVINFLUOR,"4,397.15",113.05  ( 2.64%),"5,01,525","5,32,350",0.57,35.48,4.54,14.79
Aug-22,108,MCX,"1,392.55",1.60  ( 0.12%),"26,50,400","6,13,600",0.46,40.27,4.48,33.27
Aug-22,108,DIXON,"3,698.65",165.90  ( 4.70%),"6,18,250","5,57,250",0.4,40.99,4.38,16.04
Aug-22,108,HINDCOPPER,103.4,3.25  ( 3.25%),"1,15,45,500","43,55,900",0.31,47.84,4.27,30.26
Aug-22,108,HONAUT,"40,113.60",738.10  ( 1.87%),"15,360","4,875",0.32,32.63,4.21,3.76
Aug-22,108,ONGC,131.8,3.95  ( 3.09%),"4,31,97,000","1,69,86,200",0.41,40.6,4.12,7.6
Aug-22,108,COALINDIA,209.3,9.10  ( 4.55%),"3,17,56,200","2,68,92,600",0.41,36.74,4.1,15.94
Aug-22,108,MGL,742.95,7.25  ( 0.99%),"32,52,800","5,20,000",1.12,32.16,4.08,31.87
Aug-22,108,IEX,159.75,4.75  ( 3.06%),"5,39,62,500","1,80,71,250",0.7,41.1,4.04,48.44
Aug-22,108,ZYDUSLIFE,349.35,-2.20  ( -0.63%),"1,21,69,800","24,98,400",0.6,29.85,4.02,30.9
Aug-22,108,SHREECEM,"20,238.35",137.65  ( 0.68%),"2,83,550","1,14,600",0.14,30.34,3.87,13.26
Aug-22,108,INFY,"1,554.50",30.60  ( 2.01%),"3,51,57,300","92,35,500",0.66,22.29,3.82,6.52
Aug-22,108,BAJFINANCE,"7,246.10",138.55  ( 1.95%),"45,77,750","27,01,500",0.98,32.06,3.7,18.06
Aug-22,108,AARTIIND,783.6,16.80  ( 2.19%),"29,94,550","19,72,850",0.5,36.45,3.68,11.89
Aug-22,108,INTELLECT,634.85,-35.80  ( -5.34%),"14,34,000","14,01,750",0.29,45.84,3.62,11.03
Aug-22,108,COFORGE,"3,904.00",82.80  ( 2.17%),"6,89,850","4,17,900",0.55,40.36,3.6,18.53
Aug-22,108,IDEA,8.85,0.20  ( 2.31%),"53,90,00,000","7,76,30,000",0.52,51.3,3.43,52.48
Aug-22,108,L&TFH,75.7,1.00  ( 1.34%),"4,95,81,744","1,50,54,788",0.55,37.65,3.41,50.27
Aug-22,108,CHAMBLFERT,323.8,1.90  ( 0.59%),"53,67,000","37,87,500",0.27,52.63,3.4,30.95
Aug-22,108,BEL,275.05,2.85  ( 1.05%),"2,56,04,400","73,83,400",0.58,32.27,3.39,17.16
Aug-22,108,AMARAJABAT,495.35,13.35  ( 2.77%),"59,96,000","16,78,000",0.59,30.58,3.38,32.71
Aug-22,108,TCS,"3,313.60",42.20  ( 1.29%),"1,15,04,550","29,77,650",0.79,19.54,3.32,8.93
Aug-22,108,RECLTD,131.85,1.85  ( 1.42%),"2,10,06,000","57,12,000",0.44,26.15,3.31,17.37
Aug-22,108,FSL,112.1,1.90  ( 1.72%),"1,51,84,000","86,32,000",0.29,55.04,3.28,41.85
Aug-22,108,HDFCAMC,"1,960.30",5.05  ( 0.26%),"25,05,600","5,63,700",0.72,25.34,3.18,25.1
Aug-22,108,POLYCAB,"2,316.55",44.05  ( 1.94%),"10,85,700","6,61,800",0.38,35.08,3.05,17.14
Aug-22,108,IOC,70.95,0.80  ( 1.14%),"5,92,80,000","2,07,57,750",0.68,31.17,3,7.67
Aug-22,108,ICICIBANK,816.6,3.35  ( 0.41%),"6,25,07,500","1,90,14,875",0.72,22.44,2.97,8.22
Aug-22,108,DEEPAKNTR,"1,928.30",15.85  ( 0.83%),"22,98,750","19,90,250",0.38,47.5,2.95,29.89
Aug-22,108,WIPRO,426.3,8.05  ( 1.92%),"4,29,09,000","1,39,64,000",0.54,28.18,2.86,22.41
Aug-22,108,RBLBANK,92.85,-0.05  ( -0.05%),"3,96,80,000","1,07,45,000",0.84,47.05,2.84,51.17
Aug-22,108,DRREDDY,"4,110.60",-171.65  ( -4.01%),"25,91,625","25,81,375",0.58,30.75,2.82,26.58
Aug-22,108,LTTS,"3,534.80",122.45  ( 3.59%),"12,62,600","8,55,600",0.63,37.71,2.78,34.23
Aug-22,108,BIOCON,309.35,0.65  ( 0.21%),"1,68,65,900","70,97,800",0.71,32.15,2.77,33.96
Aug-22,108,INDHOTEL,264.7,-0.35  ( -0.13%),"2,28,89,202","62,90,408",0.55,33.77,2.77,18.47
Aug-22,108,NMDC,108.05,2.00  ( 1.89%),"7,60,68,450","2,57,38,050",0.62,38.63,2.77,49.5
Aug-22,108,TATAPOWER,223.45,3.85  ( 1.75%),"8,07,33,375","2,53,93,500",0.64,36.82,2.75,39.68
Aug-22,108,GLENMARK,383.25,1.05  ( 0.27%),"64,90,600","18,88,300",1.15,37.17,2.72,28.87
Aug-22,108,TATAMOTORS,452.55,7.90  ( 1.78%),"6,75,90,600","2,23,69,650",0.63,35.15,2.65,33.68
Aug-22,108,ZEEL,248,-1.35  ( -0.54%),"7,58,61,000","3,48,48,000",0.69,50.74,2.64,55.48
Aug-22,108,BAJAJFINSV,"15,114.70",434.50  ( 2.96%),"7,95,000","7,88,300",0.83,36.54,2.58,16.47
Aug-22,108,JINDALSTEL,391.35,13.05  ( 3.45%),"3,35,71,250","1,29,52,500",0.71,41.63,2.58,50.93
Aug-22,108,LALPATHLAB,"2,269.10",169.75  ( 8.09%),"11,41,000","8,77,750",0.38,45.24,2.53,22.92
Aug-22,108,SBIN,529.9,-4.85  ( -0.91%),"4,47,13,500","1,73,61,000",0.91,31.76,2.52,10.91
Aug-22,108,VOLTAS,"1,010.15",34.60  ( 3.55%),"32,93,000","26,06,000",0.47,36.01,2.51,11.64
Aug-22,108,GSPL,233.1,1.95  ( 0.84%),"31,32,500","7,02,500",0.38,37.88,2.49,5.48
Aug-22,108,HAL,"2,028.70",1.00  ( 0.05%),"22,34,400","15,28,075",0.7,36.64,2.49,21.15
Aug-22,108,PVR,"2,149.80",98.90  ( 4.82%),"26,42,651","16,65,037",0.62,33.65,2.49,42.91
Aug-22,108,PERSISTENT,"3,646.65",108.45  ( 3.07%),"6,95,550","3,83,400",0.53,35.98,2.44,10.1
Aug-22,108,IDFCFIRSTB,37.7,0.85  ( 2.31%),"24,59,10,000","4,18,95,000",0.65,38.16,2.4,43.37
Aug-22,108,ASHOKLEY,149.95,4.00  ( 2.74%),"4,07,90,000","7,42,90,000",0.58,37.37,2.35,28.75
Aug-22,108,ASIANPAINT,"3,344.20",62.40  ( 1.90%),"57,26,200","20,10,600",1.27,25.02,2.35,10.51
Aug-22,108,NATIONALUM,78.35,2.65  ( 3.50%),"6,43,36,500","2,32,60,250",0.57,45.91,2.29,50.57
Aug-22,108,INDIACEM,197.6,8.95  ( 4.74%),"1,05,50,200","84,97,000",0.45,43.28,2.28,39.93
Aug-22,108,ITC,305.2,0.35  ( 0.11%),"8,19,20,000","2,58,49,600",0.53,24.29,2.27,6.2
Aug-22,108,DELTACORP,197.7,3.70  ( 1.91%),"1,63,23,100","1,84,23,000",0.42,51.07,2.21,72.43
Aug-22,108,NAUKRI,"4,349.80",248.75  ( 6.07%),"14,61,000","8,45,250",0.37,42.08,2.21,13.76
Aug-22,108,HDFCBANK,"1,442.75",19.95  ( 1.40%),"5,81,20,700","1,76,39,600",0.6,19.11,2.19,11.52
Aug-22,108,MARICO,521.95,4.45  ( 0.86%),"94,24,800","15,28,800",0.29,25.04,2.13,10.22
Aug-22,108,GRANULES,301.15,-1.10  ( -0.36%),"1,20,40,000","71,80,000",0.48,44.51,2.11,52.87
Aug-22,108,HINDUNILVR,"2,645.15",16.60  ( 0.63%),"1,00,35,600","14,75,400",0.85,20.45,2.09,7.12
